,sentence,sentiment_polarity,sentiment_subjectivity
1106,RT @charliebilello: New covid-19 cases in the US are now down 86% from their peak in January,-0.009595959595959616,0.3717171717171717
1107,do know vaccinated people get covid right?  Pretty ignorant -discrimination. What we need are really good attorneys\xe2\x80\xa6 https://t.co/4WbrIK0XUB',0.41190476190476194,0.7119047619047619
1108,RT @chicknbell: @PalmerReport Plus they can have the added bonus of spreading covid to each other.',-0.125,0.375
1109,RT @aGY4gFmG15CQ7Rq: \xe6\x9c\x80\xe8\xbf\x91\xe3\x81\x84\xe3\x82\x8d\xe3\x82\x93\xe3\x81\xaa\xe3\x83\x8b\xe3\x83\xa5\xe3\x83\xbc\xe3\x82\xb9\xe3\x82\xbd\xe3\x83\xbc\xe3\x82\xb9\xe8\xa6\x8b\xe3\x81\xa6\xe3\x81\xa6\xe3\x80\x81\xe6\x96\xb0\xe5\x9e\x8b\xe3\x82\xb3\xe3\x83\xad\xe3\x83\x8a\xe3\x82\xa6\xe3\x82\xa4\xe3\x83\xab\xe3\x82\xb9\xe3\x81\xa8\xe3\x81\x8b COVID-19 \xe3\x81\xa8\xe3\x81\x8b\xe3\x81\x84\xe3\x81\x86\xe8\xa8\x80\xe8\x91\x89\xe3\x82\x92\xe3\x81\xbb\xe3\x81\xa8\xe3\x82\x93\xe3\x81\xa9\xe8\x81\x9e\xe3\x81\x8b\xe3\x81\xaa\xe3\x81\x84\xe3\x81\x8c\xe3\x80\x81\xe3\x82\xa4\xe3\x82\xae\xe3\x83\xaa\xe3\x82\xb9\xe6\xa0\xaa\xe3\x80\x81\xe3\x82\xa4\xe3\x83\xb3\xe3\x83\x89\xe6\xa0\xaa\xe3\x81\xaf\xe9\xa0\xbb\xe7\xb9\x81\xe3\x81\xab\xe4\xbd\xbf\xe3\x82\x8f\xe3\x82\x8c\xe3\x81\xa6\xe3\x81\x84\xe3\x82\x8b\n\n\xe3\x81\x9d\xe3\x81\x97\xe3\x81\xa6\xe3\x80\x81\xe6\xad\xa6\xe6\xbc\xa2\xe3\x81\xa8\xe3\x81\x84\xe3\x81\x86\xe8\xa8\x80\xe8\x91\x89\xe3\x81\xaf\xe3\x81\xa8\xe3\x81\x86\xe3\x81\xae\xe6\x98\x94\xe3\x81\xab\xe4\xbd\xbf\xe3\x82\x8f\xe3\x82\x8c\xe3\x81\xaa\xe3\x81\x8f\xe3\x81\xaa\xe3\x81\xa3\xe3\x81\x9f\n\n\xe7\x97\x85\xe6\xb0\x97\xe3\x81\xab\xe7\x89\xb9\xe5\xae\x9a\xe3\x81\xae\xe5\x9c\xb0\xe5\x90\x8d\xe3\x82\x92\xe4\xbd\xbf\xe3\x81\x86\xe3\x81\xaa\xe3\x81\xa8\xe8\xa8\x80\xe2\x80\xa6',0.0,0.0
1110,@SenadoFederal @renancalheiros #GabasNaCPI \nhttps://t.co/WU7uNtwHzA',0.0,0.0
1111,RT @wolfofariosophy: The Big Tell\nStay away from this thing!',0.0,0.1
1112,"b""RT @varungrover: Help #Delhi\n\nNeed: Injection Liposomal Amphotericin - 50 MG\n\nFor: A friend's friend who is critically ill and suffering fr\xe2\x80\xa6""",-0.5,1.0
1113,RT @chuck_lennon: HOY 601 MUERTOS POR COVID \n\nEquivale a : \n\n7 AMIAS\n3 AVIONES CAIDOS\n3 CROMAGNON\n1 GUERRA DE MALVINAS\n\nY est\xc3\xa1n muriendo pe\xe2\x80\xa6',0.0,0.0
1114,RT @slightwright: Can we get one more stimulus before the government completely pretends Covid is over? https://t.co/NF37vFMvHv',0.3,0.45
1115,RT @FaheemYounus: Animal dung is not the ONLY factor for BLACK FUNGUS. But certain practices + soil contamination in developing countries m\xe2\x80\xa6',0.015873015873015872,0.6682539682539682
1116,My dumbass saiu sexta passada para cortar o cabelo e agr eu t\xc3\xb4 com suspeita de covid',0.0,0.0
1117,RT @Beta_Chi_Theta: Salaaaaammmmmmm covid smua https://t.co/MBDaMVf7dx',0.0,0.0
1118,Just got my Covid appointment sooner. This Thursday. Let\xe2\x80\x99s return to normal.',0.15,0.6499999999999999
1119,Morto por covid,0.0,0.0
1120,RT @rabimishra: \xf0\x9f\x93\xb7 \xe0\xa4\xb8\xe0\xa4\xaa\xe0\xa4\xa5 ! #cartoon @NAYA_PATRIKA #nepalicartoon #covid https://t.co/mx7gFD6a06 https://t.co/ecqsABwsK4',0.0,0.0
1121,RT @CNN: Nearly all states require some form of parental or guardian consent for vaccine providers to administer Covid-19 shots to people a\xe2\x80\xa6',0.1,0.4
1122,Researchers identify a missing piece of the Lyme disease puzzle - #All_Health_Fitness_Tips - These terms have becom\xe2\x80\xa6 https://t.co/uME1VkUbsp',-0.2,0.05
1123,RT @dockaurG: \xe2\x80\x9cUse of fear to control behaviour in Covid pandemic was \xe2\x80\x98totalitarian\xe2\x80\x99 and \xe2\x80\x98unethical\xe2\x80\x99,0.0,0.0
1124,RT @MSGKiJaan1: In this pandemic time of Covid-19 the volunteers of @derasachasauda come forward #SaluteToCoronaWarriors and distributed th\xe2\x80\xa6',0.0,0.0
1125,maldito covid',0.0,0.0
1126,RT @cctheescholar: so if you\xe2\x80\x99re fully vaccinated,0.0,0.0
1127,RT @DSSNewsUpdates: SALUTE TO CORONA WARRIORS- DOCTORS,0.0,0.0
1128,Tikawait a farmer leader traveled to West Bengal with his troupe to support TMC in poll campaign. A Bengal girl mot\xe2\x80\xa6 https://t.co/y7vrtdV4EH',0.0,0.0
1129,RT @hchawlah: Why is anyone inaugurating a vaccine centre or a covid hospital?\n\nWhen are you at war,0.0,0.0
1130,"b""RT @Cleavon_MD: We may be tired of the coronavirus",-0.4,0.7
1131,India PM Modi warns Covid spreading to rural areas https://t.co/5TE0SVJoWG',0.0,0.0
1132,RT @Mariasi54192695: @DeZurdaTeam #1Raz\xc3\xb3nPara estar felices y orgullosos es vivir en #CubaSocialista,0.0,0.0
1133,T\xc3\xb4 feliz que tia finalmente saiu do hospital onde estava internada com covid,0.0,0.0
1134,RT @Littleb29872980: MSM DROPPING red PILLS?\n_Fauci is being exposed more &amp; more\n_[MSM] Says TRUMP is President of The Republican States of\xe2\x80\xa6',0.25,0.25
1135,RT @EIJefeDiego: El mal llamado presidente argument\xc3\xb3 que la vacuna contra COVID-19 no ser\xc3\xada distribuida por la IP para garantizar que acces\xe2\x80\xa6',0.0,0.0
1136,RT @VincentRK: A lot of COVID deaths in India in young people who should be doing well &amp; recovering. \n\nI am making a plea to doctors in Ind\xe2\x80\xa6',0.1,0.4
1137,RT @amitmalviya: History of vaccines and when they came to India.\n\nRotavirus\nWorld \xe2\x80\x931998\nIndia \xe2\x80\x932015\n\nJapanese Encephalitis\nWorld \xe2\x80\x931930s\nIn\xe2\x80\xa6',0.0,0.0
1138,RT @Raju14011610: As usual,-0.25,0.25
1139,RT @insa_annu12: On 29th April 2021,0.0,0.0
1140,"b""RT @AbpGanga: \xe0\xa4\x86\xe0\xa4\xaa\xe0\xa4\xa6\xe0\xa4\xbe \xe0\xa4\x95\xe0\xa4\xbe\xe0\xa4\xb2 \xe0\xa4\xae\xe0\xa5\x87\xe0\xa4\x82 abp \xe0\xa4\x97\xe0\xa4\x82\xe0\xa4\x97\xe0\xa4\xbe \xe0\xa4\x95\xe0\xa4\xbe \xe0\xa4\xb8\xe0\xa4\xac\xe0\xa4\xb8\xe0\xa5\x87 \xe0\xa4\xac\xe0\xa4\xa1\xe0\xa4\xbc\xe0\xa4\xbe \xe0\xa4\x85\xe0\xa4\xad\xe0\xa4\xbf\xe0\xa4\xaf\xe0\xa4\xbe\xe0\xa4\xa8",0.0,0.0
1141,RT @ChopraNimmi777: On the holy call of St. Dr. @Gurmeetramrahim Ji,0.0,0.0
1142,"b""RT @EdLatimore: Don't forget: There are people who don't want Covid to end.\n\nThey won't actually say it.\nThey don't even know it themselves\xe2\x80\xa6""",0.0,0.1
1143,RT @BretWeinstein: A *stunning* development. The letter says COVID-19 could have leaked from a lab. To some of us that possibility has been\xe2\x80\xa6',0.5,1.0
1144,@LizethMoradel3 @nayibbukele @Almagro_OEA2015 Aqui tampoco se\xc3\xb1ora,0.0,0.0
1145,RT @ECMcLaughlin: We need to deplatform all of them.',0.0,0.0
1146,"b""@matthew46956757 @BeMulbs Sorry Matthew. Sounds Ike you're keeping her safe from more than COVID. I get it and I'm\xe2\x80\xa6 https://t.co/kazSuDfa4Y""",0.16666666666666666,0.6666666666666666
1147,RT @MamtaIn43541152: In this crucial time,0.0,1.0
1148,RT @thalapathy_modi: Doctor after reads the full article be like\xf0\x9f\xa4\xa7\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 https://t.co/uZN57LiauY',0.35,0.55
1149,RT @randyhillier: Criminal charges are inevitable for many Canadian PH bureaucrats,0.033333333333333326,0.6833333333333332
1150,RT @sunnewstamil: #BREAKING | \xe0\xae\xa8\xe0\xaf\x87\xe0\xae\xb1\xe0\xaf\x8d\xe0\xae\xb1\xe0\xae\xbf\xe0\xae\xb0\xe0\xae\xb5\xe0\xaf\x81 11 \xe0\xae\xae\xe0\xae\xa3\xe0\xae\xbf\xe0\xae\x95\xe0\xaf\x8d\xe0\xae\x95\xe0\xaf\x81 Corona War Room-\xe0\xae\xb2\xe0\xaf\x8d \xe0\xae\xae\xe0\xaf\x81\xe0\xae\xa4\xe0\xae\xb2\xe0\xaf\x8d\xe0\xae\xb5\xe0\xae\xb0\xe0\xaf\x8d \xe0\xae\xae\xe0\xaf\x81.\xe0\xae\x95.\xe0\xae\xb8\xe0\xaf\x8d\xe0\xae\x9f\xe0\xae\xbe\xe0\xae\xb2\xe0\xae\xbf\xe0\xae\xa9\xe0\xaf\x8d \xe0\xae\x86\xe0\xae\xaf\xe0\xaf\x8d\xe0\xae\xb5\xe0\xaf\x81\n\n#SunNews | #CoronaWarRoom | #TNCoronaUp\xe2\x80\xa6',0.0,0.0
1151,And because I\xe2\x80\x99d prefer not to transmit COVID to my little ones who are not vaccinated yet. https://t.co/5lu4znFUh5',-0.1875,0.5
1152,@Tejasvi_Surya \n\xe0\xb2\xa8\xe0\xb2\xae\xe0\xb2\xb8\xe0\xb3\x8d\xe0\xb2\xa4\xe0\xb3\x86 \xe0\xb2\xb8\xe0\xb2\xb0\xe0\xb3\x8d,0.0,0.0
1153,RT @Akshay01721919: #JOIN_ALL_MEDIFIT_SSCGD_18\n\xe0\xa4\xae\xe0\xa4\xbe\xe0\xa4\xa8\xe0\xa4\xa8\xe0\xa5\x80\xe0\xa4\xaf \xe0\xa4\x97\xe0\xa5\x83\xe0\xa4\xb9\xe0\xa4\xae\xe0\xa4\x82\xe0\xa4\xa4\xe0\xa5\x8d\xe0\xa4\xb0\xe0\xa5\x80 @AmitShah \xe0\xa4\x9c\xe0\xa5\x80 SSC GD 2018 \xe0\xa4\xad\xe0\xa4\xb0\xe0\xa5\x8d\xe0\xa4\xa4\xe0\xa5\x80 \xe0\xa4\xae\xe0\xa5\x87\xe0\xa4\x82 Written/Physical/Medical/Documents \xe0\xa4\x9f\xe0\xa5\x87\xe0\xa4\xb8\xe0\xa5\x8d\xe0\xa4\x9f\xe2\x80\xa6',0.0,0.0
1154,hey i got my covid vaccine and i am feeling good,0.7,0.6000000000000001
1155,RT @StayingReal0511: @thekjgeorge While Modiji keeps spkng of a crackdown on Virus vultures,0.0,0.0
1156,RT @VincentRK: A lot of COVID deaths in India in young people who should be doing well &amp; recovering. \n\nI am making a plea to doctors in Ind\xe2\x80\xa6',0.1,0.4
1157,Continued- Not reopening schools,0.0,0.0
1158,"b""$ADA ATH! What's Next For #Cardano? Thoughts on Elon",0.0,0.0
1159,RT @pincamuller: Por falta de insumos n\xc3\xa3o vamos produzir vacina\nPor falta de verba n\xc3\xa3o vai ter ENEM\nPor falta de verba universidade p\xc3\xbablica\xe2\x80\xa6',0.0,0.0
1160,"b""@KathleenC1977 No",0.0,0.0
1161,RT @LanaMontalban: Mis seguidores tienen claro que Argentina est\xc3\xa1 gobernada por una banda de delincuentes q solo quiere negociados e impuni\xe2\x80\xa6',0.0,0.0
1162,RT @chucaraperez: Ustedes eran muy chicx,0.0,0.0
1163,RT @Jaswant13853048: The volunteers of DeraSachaSauda #SaluteToCoronaWarriors by providing them lemon water,0.0,0.0
1164,RT @bjwinnerdavis: #Clemency4Reality',0.0,0.0
1165,RT @escritosluquita: el COVID est\xc3\xa1 matando la mejor edad de mi vida',0.0,0.0
1166,RT @MichaelPSenger: Breaking: Criminal charges filed against Swiss Corona Task Force,-0.4,0.55
1167,RT @realAbikaTrader: Long Live Covid Indonesia \xf0\x9f\x8e\x89\xf0\x9f\x8e\x8a\nBuka Terus Tempat Wisata. \n\nKamu Boleh Mati Tetapi Ekonomi Tidak Boleh Mati \xf0\x9f\x99\x83',0.043181818181818175,0.45
1168,RT @AnshumanSail: More than 250k tweets in favor of #IStandWithIYC and trending at No. 1 nationwide for more than 6 hours.\n\nThis is the pow\xe2\x80\xa6',0.5,0.5
1169,#Atenci\xc3\xb3n \xf0\x9f\x93\xa2 Con la aplicaci\xc3\xb3n Cuadrantes de Paz podr\xc3\xa1s reporta diferentes incidencias relacionadas con: \n\xf0\x9f\x9a\xa8Seguridad\xe2\x80\xa6 https://t.co/ebaqKxI5h8',0.0,0.0
1170,En Soledad,0.0,0.0
1171,This is Northview Community Church young adults weekly event approximately 300 young adults or somewhat less,-0.09166666666666667,0.36666666666666664
1172,@BestCoast Vaccination should also pay attention to the fact that there is a very high probability of secondary inf\xe2\x80\xa6 https://t.co/oSEpHIz60P',-0.045999999999999985,0.501
1173,RT @prafullaketkar: Chinese government bans \xe2\x80\x98 @goachronicle \xe2\x80\x99 For Holding Them Responsible For COVID-19 Pandemic: https://t.co/ugzuDULvxH v\xe2\x80\xa6',0.1,0.275
1174,"b""RT @billybinion: Ron DeSantis: I will pardon all COVID-19 rule violators so they don't face fines/jail time\n\nAlso Ron DeSantis: I do not su\xe2\x80\xa6""",0.0,0.0
1175,RT @c137trash: The CDC recommends that,0.0,0.0
1176,@WHuang2501 @ABC what is over?   as of today we have reached only 1 in ten thousand people getting covid.',0.0,0.5
1177,I wish I could watch Sports again live,0.13636363636363635,0.5
1178,@Oswaldo93992044 @Ciberdoc @erossi810 @fisico_luis @AlbertoBelaunde https://t.co/yBBfN6XH61 \xc2\xbfY el nombre que sale e\xe2\x80\xa6 https://t.co/hDh5ukQN4F',0.0,0.0
1179,@fordnation needs to take some lesson from Premier Moe!! You are becoming the laughing stock. Drive the bus quit be\xe2\x80\xa6 https://t.co/8leaTlntzI',0.45,0.8500000000000001
1180,RT @CMOKerala: \xe2\x82\xb977.42Cr has been allotted as incentive and risk allowance for NHM staff as part of Covid Brigade package,0.0,0.0
1181,RT @MSGKiJaan1: In this pandemic time of Covid-19 the volunteers of @derasachasauda come forward #SaluteToCoronaWarriors and distributed th\xe2\x80\xa6',0.0,0.0
1182,RT @LawrenceSellin: BREAKING EXCLUSIVE: Uncovered \xe2\x80\x93 A Direct Link Between the Chinese Military and a Major Pentagon-Funded Virus Research C\xe2\x80\xa6',0.015625,0.25
1183,"RT @BreitbartNews: Tucker Carlson: ""In a functional country",0.0,0.0
1184,RT @MisteatrerosMx: #Recomiendo Victoria Ruffo  \xc2\xbf Por qu\xc3\xa9 regresa la reina sin corona ? \nhttps://t.co/dw5NtsFn8X \n #SuscribeteAlCanal  \n#Br\xe2\x80\xa6',0.0,0.0
1185,RT @SukunaBikona7: \xe6\x9c\x80\xe8\xbf\x91\xe3\x81\xae\xe9\x99\xb0\xe8\xac\x80\xe8\xab\x96\xe7\x95\x8c\xe9\x9a\x88\xe3\x81\xa7\xe3\x81\xafCOVID-19\xe3\x83\xaf\xe3\x82\xaf\xe3\x83\x81\xe3\x83\xb3\xe6\x8e\xa5\xe7\xa8\xae\xe5\xbe\x8c\xe3\x81\xab\xe6\x8e\xa5\xe7\xa8\xae\xe9\x83\xa8\xe4\xbd\x8d\xe3\x81\xab\xe7\xa3\x81\xe7\x9f\xb3\xe3\x81\x8c\xe3\x81\x8f\xe3\x81\xa3\xe3\x81\xa4\xe3\x81\x8f\xe3\x81\xa8\xe3\x81\x84\xe3\x81\x86\xe3\x83\x8d\xe3\x82\xbf\xe3\x81\x8c\xe6\xb5\x81\xe8\xa1\x8c\xe3\x81\xa3\xe3\x81\xa6\xe3\x81\x84\xe3\x82\x8b\xe3\x82\x89\xe3\x81\x97\xe3\x81\x84\xe3\x81\xae\xe3\x81\xa7\xe3\x80\x81\xe6\x8e\xa5\xe7\xa8\xae\xe3\x81\x97\xe3\x81\x9f\xe7\x9a\x86\xe3\x81\x95\xe3\x82\x93\xe3\x81\xaf\xe3\x81\x9c\xe3\x81\xb2\xe3\x80\x82\n\xe5\x83\x95\xe3\x81\xaf\xe3\x81\x8f\xe3\x81\xa3\xe3\x81\xa4\xe3\x81\x8d\xe3\x81\xbe\xe3\x81\x9b\xe3\x82\x93\xe3\x81\xa7\xe3\x81\x97\xe3\x81\x9f\xe3\x80\x82 https://t.co/aHsaZaQaC0',0.0,0.0
1186,RT @ChhattisgarhCMO: \xe2\x9a\xa1 Chhattisgarh government will pay for the education of children who have lost their parents due to Corona,-0.125,0.375
1187,(IT TRUE) MAGNET STICKING TO YOUR ARM WITH THE COVID-19 VACCINES I TRIED IT MYSELF https://t.co/POn6MK4kg4 @BitChute\xe3\x81\x8b\xe3\x82\x89',0.35,0.65
1188,RT @ProfesorZubairi: Alarm dini. Positivity rate di Jakarta naik ke angka 10,0.0,0.0
1189,Did you ever look into the source of HIV in Canada? Worth a read \xf0\x9f\x98\x89 if a DM is a secure contact I will direct you th\xe2\x80\xa6 https://t.co/DM949Z2JnQ',0.26666666666666666,0.3666666666666667
1190,RT @SachinPilot: @PilotWithPeople @maheshsharmacm @SushilAsopa @CMHelpdesk @RajeshChowdhury',0.0,0.0
1191,RT @correio24horas: Maconha pode ajudar no tratamento da covid-19,0.0,0.0
1192,@Bease11 fuck you. I have family members the died because covid and wearing a mask could have saved them. You out t\xe2\x80\xa6 https://t.co/i0nRBKoErt',-0.4,0.6
1193,RT @vegsource: Hospital in Iowa: 100% of Covid patients are fully vaccinated. https://t.co/5Ombq1j34Z',0.0,0.0
1194,RT @vegsource: Hospital in Iowa: 100% of Covid patients are fully vaccinated. https://t.co/5Ombq1j34Z',0.0,0.0
1195,RT @anilvijminister: \xe0\xa4\xb9\xe0\xa4\xb0\xe0\xa4\xbf\xe0\xa4\xaf\xe0\xa4\xbe\xe0\xa4\xa3\xe0\xa4\xbe \xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\xb8\xe0\xa4\xad\xe0\xa5\x80 \xe0\xa4\x97\xe0\xa4\xbe\xe0\xa4\x82\xe0\xa4\xb5\xe0\xa5\x8b\xe0\xa4\x82 \xe0\xa4\xae\xe0\xa5\x87\xe0\xa4\x82 \xe0\xa4\x95\xe0\xa5\x8b\xe0\xa4\xb5\xe0\xa4\xbf\xe0\xa4\xa1 \xe0\xa4\x95\xe0\xa5\x87\xe0\xa4\xaf\xe0\xa4\xb0 \xe0\xa4\xb8\xe0\xa5\x87\xe0\xa4\x82\xe0\xa4\x9f\xe0\xa4\xb0 \xe0\xa4\xac\xe0\xa4\xa8\xe0\xa4\xb5\xe0\xa4\xbe \xe0\xa4\xb0\xe0\xa4\xb9\xe0\xa5\x80 \xe0\xa4\xb8\xe0\xa4\xb0\xe0\xa4\x95\xe0\xa4\xbe\xe0\xa4\xb0,0.0,0.0
1196,RT @rgbargoil: Every night PBS Newshour ends its program with a tribute to persons who\xe2\x80\x99ve died from COVID-19. We hear numbers in the 100,0.0,0.0
1197,RT @felizxd21: Mi suegro esta grave por covid \xf0\x9f\x98\x94hoy citaron a la familia para que lo pudieran ver,0.0,0.0
1198,RT @jasmine_jass15: #SaluteToCoronaWarriors\nSaint Dr. @Gurmeetramrahim Singh Ji written in pious letter distributing fruits including orang\xe2\x80\xa6',0.0,0.3
1199,@MackayIM The world won\xe2\x80\x99t listen now and they know it can be awful. Half The USA  could care less if Covid exists or existed  or not.',-0.4444444444444445,0.41111111111111115
1200,RT @MurtadhaOne1: Kiri: Penyebab tsunami covid-19 di India\n\nKanan: Ancol 14 Mei 2021 https://t.co/98v23FATCG',0.0,0.0
1201,Pa\xc3\xads vergonhoso',0.0,0.0
1202,Totalement faux.',0.0,0.0
1203,RT @Eduardo_MB: https://t.co/OiGp7vbCTT',0.0,0.0
1204,RT @DrutangAtHome: lol can\xe2\x80\x99t get high on your supply https://t.co/zUck63R6uo',0.48000000000000004,0.6199999999999999
1205,#LiMengYan #YanLiMeng #DrLiMengYan1 #Guowengui #stopasianracism  #stopasianhate #StopAsianHateCrimes #StopAsianHate\xe2\x80\xa6 https://t.co/wbKmBNx0IP',0.0,0.0
1206,RT @PeteGodman: This Covid shit finishes when you say so.',-0.2,0.8
1207,RT @miguelguida1959: Hoy fallecieron 601 personas de covid.\nCasi 400 en provincia de Buenos Aires y 36 en CABA. Pero desde la provincia,0.0,0.0
1208,RT @thedahliasnow: This is the last few weeks to get the Covid custom clip discount I started last year! On June 1st that\xe2\x80\x99s it! What kind o\xe2\x80\xa6',0.09999999999999999,0.2833333333333333
1209,@HTcomps Fr https://t.co/90j4U374t9',0.0,0.0
1210,So under Modi,0.0,0.0
1211,RT @Live_Hindustan: \xe0\xa4\xb8\xe0\xa5\x8d\xe0\xa4\xb5\xe0\xa4\xbe\xe0\xa4\xb8\xe0\xa5\x8d\xe0\xa4\xa5\xe0\xa5\x8d\xe0\xa4\xaf \xe0\xa4\xae\xe0\xa4\x82\xe0\xa4\xa4\xe0\xa5\x8d\xe0\xa4\xb0\xe0\xa4\xbe\xe0\xa4\xb2\xe0\xa4\xaf \xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\x85\xe0\xa4\xa8\xe0\xa5\x81\xe0\xa4\xb8\xe0\xa4\xbe\xe0\xa4\xb0,0.0,0.0
1212,RT @DonationsIND: [Verified Patient] \n\nMacharla Ramu seeks Rs.300000 for a COVID crisis. Please donate here: https://t.co/UJ9ZvCyUg6',-0.75,1.0
1213,Tr\xe1\xba\xafng \xc4\x91\xc3\xaam l\xe1\xba\xa5y m\xe1\xba\xabu x\xc3\xa9t nghi\xe1\xbb\x87m COVID-19 \xe1\xbb\x9f c\xe1\xba\xa3ng c\xc3\xa1 l\xe1\xbb\x9bn nh\xe1\xba\xa5t mi\xe1\xbb\x81n Trung https://t.co/YJeaRA2oZP https://t.co/F87gGw62cl',0.0,0.0
1214,RT @FaheemYounus: Animal dung is not the ONLY factor for BLACK FUNGUS. But certain practices + soil contamination in developing countries m\xe2\x80\xa6',0.015873015873015872,0.6682539682539682
1215,RT @jasveer164: #SaluteToCoronaWarriors\nThe volunteers of @DeraSachaSauda are supporting the Corona warriors by providing them fruits,0.25,0.25
1216,RT @mondalsudipto: Thanks to Muslims of Bangalore who fearlessly jumped into Covid relief efforts from the 1st wave onwards. They carried b\xe2\x80\xa6',0.2,0.2
1217,"b""RT @SafetyPinDaily: Kroger CEO Cut Workers' COVID-19 Hazard Pay",0.0,0.0
1218,"b""RT @TheEconomist: Covid-19 has hit economies hard everywhere",-0.2916666666666667,0.5416666666666666
1219,RT @TonsTweetings: \xe0\xb8\xab\xe0\xb8\xa1\xe0\xb8\xad\xe0\xb8\xa3\xe0\xb8\xb2\xe0\xb8\xa2\xe0\xb8\xab\xe0\xb8\x99\xe0\xb8\xb6\xe0\xb9\x88\xe0\xb8\x87\xe0\xb8\xad\xe0\xb8\xad\xe0\xb8\x81\xe0\xb8\xa3\xe0\xb8\xb2\xe0\xb8\xa2\xe0\xb8\x81\xe0\xb8\xb2\xe0\xb8\xa3\xe0\xb8\x8a\xe0\xb9\x88\xe0\xb8\xad\xe0\xb8\x87 9 \xe0\xb8\x9a\xe0\xb8\xad\xe0\xb8\x81\xe0\xb8\xa7\xe0\xb9\x88\xe0\xb8\xb2\xe0\xb8\xa7\xe0\xb8\xb1\xe0\xb8\x84\xe0\xb8\x8b\xe0\xb8\xb5\xe0\xb8\x99\xe0\xb9\x84\xe0\xb8\xa1\xe0\xb9\x88\xe0\xb8\xa7\xe0\xb9\x88\xe0\xb8\xb2\xe0\xb8\x95\xe0\xb8\xb1\xe0\xb8\xa7\xe0\xb9\x84\xe0\xb8\xab\xe0\xb8\x99\xe0\xb8\x81\xe0\xb9\x87\xe0\xb8\x95\xe0\xb8\xb2\xe0\xb8\xa1 \xe0\xb8\x96\xe0\xb9\x89\xe0\xb8\xb2\xe0\xb8\x89\xe0\xb8\xb5\xe0\xb8\x94\xe0\xb9\x80\xe0\xb8\x82\xe0\xb9\x87\xe0\xb8\xa1\xe0\xb9\x81\xe0\xb8\xa3\xe0\xb8\x81\xe0\xb8\x81\xe0\xb9\x87\xe0\xb9\x84\xe0\xb8\xa1\xe0\xb9\x88\xe0\xb8\xaa\xe0\xb8\xb2\xe0\xb8\xa1\xe0\xb8\xb2\xe0\xb8\xa3\xe0\xb8\x96\xe0\xb8\x9b\xe0\xb9\x89\xe0\xb8\xad\xe0\xb8\x87\xe0\xb8\x81\xe0\xb8\xb1\xe0\xb8\x99\xe0\xb8\x81\xe0\xb8\xb2\xe0\xb8\xa3\xe0\xb8\x95\xe0\xb8\xb4\xe0\xb8\x94\xe0\xb9\x80\xe0\xb8\x8a\xe0\xb8\xb7\xe0\xb9\x89\xe0\xb8\xad\xe0\xb9\x84\xe0\xb8\x94\xe0\xb9\x89\n\n\xe0\xb8\x9c\xe0\xb8\xb2\xe0\xb8\xa2\xe0\xb8\xa1\xe0\xb8\xb7\xe0\xb8\xad\xe0\xb8\xa1\xe0\xb8\xb2\xe0\xb9\x83\xe0\xb8\xab\xe0\xb9\x89 Mode\xe2\x80\xa6',0.0,0.0
1220,RT @pritpalinsan09: In this pandemic time of Covid-19 the volunteers of @derasachasauda come forward and distributed the Corona Prevention\xe2\x80\xa6',0.0,0.0
1221,RT @TheAnuragTyagi: Kehna bohot aasan hai ki hum sare safety ke measures ka dhyan rakhenge. Bache chhoro,0.0,0.0
1222,"b""Herd immunity",0.0,0.0
1223,"b""I spoke to 2 professors who explained to me reason #covid19 isn't an ordinary #coronavirus as it has\xe2\x80\xa6 https://t.co/41Julismiq""",-0.25,0.5
1224,RT @Mexicano100PC: Inviten a los 10 millones de nuevos pobres,0.0,0.0
1225,RT @TheEconomist: Officially,0.0,0.0
1226,RT @tedfrank: I\xe2\x80\x99m going to wear masks on airplanes going forward. It\xe2\x80\x99s not because I\xe2\x80\x99m afraid of COVID or I want to virtue signal. It\xe2\x80\x99s bec\xe2\x80\xa6',-0.6,0.9
1227,Querido Gonza,0.0,0.0
1228,RT @ShekharGupta: A Bengaluru woman returned from Kumbh,0.0,0.0
1229,RT @Drguedez_86: Quiero informar muy responsablemente q hoy me hice una PDR y sali\xc3\xb3 IGg positiva,0.0,0.0
1230,RT @sergio_fajardo: En medio de esta crisis,0.0,0.0
1231,RT @itsinspiring_: When the whole world is grappling with a deadly Coronavirus,0.0,0.4
1232,\xe4\xb8\xad\xe5\x85\xb1\xe4\xb8\xba\xe4\xba\x86\xe5\xa4\x9a\xe6\xb4\xbb\xe5\x87\xa0\xe5\xa4\xa9\xe6\x83\xb3\xe5\xb0\xbd\xe5\x8a\x9e\xe6\xb3\x95\xe7\xbb\x99\xe4\xb8\x96\xe7\x95\x8c\xe5\xb8\xa6\xe6\x9d\xa5\xe5\xbe\x88\xe5\xa4\x9a\xe9\xba\xbb\xe7\x83\xa6\xef\xbc\x81',0.0,0.0
1233,Fui a revisi\xc3\xb3n pq ya llevo m\xc3\xa1s de 6 meses sin percibir olores ni sabores y me dijeron que son secuelas del Covid,0.0,0.0
1234,Woiii lagi Corona woii,0.0,0.0
1235,Where is 36,0.0,0.0
